id пользователя;Вильямс;Шварц;Медник;Триандис;Друзья;Подписки;Подписки образование;Подписки опасные;% Подписки образование;% Подписки опасные;9_иностранные языки;8_философия;12_психология/педагогика;10_история/обществознание;7_филология/литература;5_техника и технологии;11_искусство/культура;4_математика;2_науки о земле;4_информатика;6_физика;3_химия;1_биология/медицина;3_16_юриспруденция;Преступный контент;Самоповреждающее поведение;Эстетика зла;Ненависть и агрессия и агрессия;Оружие ;Психоактивные вещества;Национализм;Депрессивный контент;Субкультура True Crime;Вульгарный контент;Суицидальный контент;Жестокий контент;Эстетика смерти;Оружие
6295;2;2;1;1;94;12;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6298;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6282;2;1;1;1;232;45;5;1;11,1%;2,2%;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6297;3;1;1;2;380;78;1;3;1,3%;3,8%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0
6293;2;2;;2;248;89;2;2;2,2%;2,2%;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
6302;2;1;2;2;58;26;2;0;7,7%;0,0%;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6301;3;2;;2;45;62;0;4;0,0%;6,5%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0
6304;2;2;;2;157;43;0;1;0,0%;2,3%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
6303;2;2;1;2;179;118;10;2;8,5%;1,7%;3;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
6309;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6311;2;3;2;2;212;245;3;12;1,2%;4,9%;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;3;3;2;0;0
6312;2;2;1;2;150;112;3;6;2,7%;5,4%;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;2;0;0;0;0
6313;2;2;2;3;31;23;0;1;0,0%;4,3%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
6307;2;1;2;2;106;16;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6314;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6316;3;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6317;3;2;2;3;88;44;1;1;2,3%;2,3%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6310;3;3;1;2;73;20;3;0;15,0%;0,0%;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6318;3;3;2;2;115;700;17;6;2,4%;0,9%;2;1;1;1;2;4;2;1;2;0;1;0;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;0
6319;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6321;2;1;2;1;77;102;0;9;0,0%;8,8%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;2;0;0;2;0
6322;1;2;;2;216;136;3;12;2,2%;8,8%;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;8;0;0;0;0
6320;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6324;2;3;3;1;206;457;15;3;3,3%;0,7%;3;0;0;2;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
6296;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6325;2;1;3;1;40;19;1;0;5,3%;0,0%;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6323;3;3;2;1;3;0;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6327;3;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6330;2;1;1;1;49;85;0;4;0,0%;4,7%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0
6331;1;1;1;1;0;199;11;7;5,5%;3,5%;1;3;0;1;3;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;3;0;2;0;0;1;0
6332;2;2;2;1;26;7;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6328;2;3;2;1;88;178;5;8;2,8%;4,5%;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;2;0;1;1;0
6294;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6334;2;1;2;2;107;61;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6336;2;2;;2;31;21;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6333;2;2;3;1;158;102;0;6;0,0%;5,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;1;0;0
6335;3;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6337;2;3;2;2;75;133;0;8;0,0%;6,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;0;1;1;0;0;0;0
6338;2;2;2;1;69;25;0;3;0,0%;12,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
6340;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6339;2;1;2;2;59;10;0;1;0,0%;10,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6341;2;3;;3;86;440;10;55;2,3%;12,5%;3;0;0;0;0;4;1;0;0;0;1;0;1;0;0;2;2;7;0;3;2;15;1;14;2;4;1;2
6343;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6342;2;1;2;1;17;131;0;8;0,0%;6,1%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;0;1;0;0
6284;2;2;2;2;112;172;1;0;0,6%;0,0%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6345;2;3;2;1;102;43;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6344;3;3;;2;79;2;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6346;2;2;1;1;35;11;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6347;2;3;1;2;108;339;2;18;0,6%;5,3%;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;3;1;4;5;0;2;0;0;1;0;1
6349;2;1;1;2;82;159;4;8;2,5%;5,0%;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0
6351;2;2;;1;327;269;7;13;2,6%;4,8%;1;0;0;0;1;1;0;0;0;1;3;0;0;0;0;1;2;2;2;0;0;1;1;1;0;2;1;0
6350;3;2;2;2;161;294;6;7;2,0%;2,4%;1;0;1;0;1;2;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;3;0;2;0;0;0;0
6352;2;3;3;2;175;484;2;3;0,4%;0,6%;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
6354;2;3;3;1;169;61;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6355;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6357;2;3;1;2;59;16;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6358;3;1;1;2;22;902;8;32;0,9%;3,5%;1;0;0;1;2;1;0;1;0;1;1;0;0;0;0;0;1;6;4;1;1;2;5;11;0;1;0;0
6359;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6360;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6361;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6363;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6367;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6365;2;2;;2;73;129;6;6;4,7%;4,7%;1;0;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;2;0;0;0;0
6369;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6370;2;3;1;2;74;67;3;1;4,5%;1,5%;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6372;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6373;2;2;2;1;61;136;7;7;5,1%;5,1%;0;0;0;1;0;0;1;1;0;3;1;0;0;0;0;0;0;0;2;0;0;0;2;1;0;1;1;0
6374;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6375;2;1;;2;121;180;2;2;1,1%;1,1%;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
6376;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6377;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6379;2;3;;2;26;7;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6378;2;1;;2;21;60;0;2;0,0%;3,3%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
6380;3;2;1;2;24;6;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6381;3;3;;2;186;64;4;0;6,3%;0,0%;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6386;2;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6383;2;2;2;1;108;238;4;2;1,7%;0,8%;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
6387;2;1;;1;152;76;1;4;1,3%;5,3%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0
6389;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6385;2;2;2;2;154;63;0;2;0,0%;3,2%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
6391;2;3;1;1;28;11;0;2;0,0%;18,2%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
6392;2;1;3;1;82;46;0;5;0,0%;10,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0;0
6395;2;2;1;2;189;61;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6396;2;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6393;2;1;;1;99;71;1;1;1,4%;1,4%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6397;2;2;2;1;46;17;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6399;2;1;2;2;339;999;35;23;3,5%;2,3%;5;1;2;2;5;2;6;1;6;0;2;1;2;0;0;2;1;2;0;0;0;8;1;4;0;4;1;0
6400;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6401;2;3;1;2;91;276;5;14;1,8%;5,1%;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;4;0;5;0;1;0;0
6404;3;3;2;1;89;179;3;5;1,7%;2,8%;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0
6409;2;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6403;2;2;2;2;132;77;0;2;0,0%;2,6%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
6406;2;2;1;1;217;100;11;0;11,0%;0,0%;5;0;1;1;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6408;2;3;3;2;148;76;1;1;1,3%;1,3%;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6407;2;3;3;2;93;14;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6411;2;2;3;3;134;11;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6405;2;2;3;1;106;61;1;2;1,6%;3,3%;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
6412;3;2;;3;92;47;2;11;4,3%;23,4%;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;2;0;1;1;5;0;1;0;0
6413;2;2;3;1;108;218;10;1;4,6%;0,5%;0;0;2;1;2;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6410;2;1;3;2;27;60;10;2;16,7%;3,3%;0;1;0;0;1;0;0;1;0;0;1;4;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
6414;2;2;2;2;57;71;0;1;0,0%;1,4%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
6415;2;2;3;1;76;58;1;2;1,7%;3,4%;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
6416;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6418;2;2;2;1;160;164;8;0;4,9%;0,0%;1;0;0;0;0;3;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6417;2;1;1;1;1262;201;3;2;1,5%;1,0%;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
6419;2;3;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6422;2;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6421;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6425;2;3;3;2;70;19;0;6;0,0%;31,6%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;0;0;0;0
6423;2;1;3;2;40;81;2;6;2,5%;7,4%;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;2;0
6437;2;2;1;1;262;985;15;25;1,5%;2,5%;4;0;0;0;6;3;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;15;1;1;1;3;1;0
6427;2;2;2;1;98;199;1;10;0,5%;5,0%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;1;5;0;0;0;0
6438;1;2;2;2;71;49;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6433;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6424;2;2;2;2;54;13;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6439;2;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6434;2;2;1;3;135;101;1;0;1,0%;0,0%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6426;1;2;2;2;118;62;1;0;1,6%;0,0%;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6435;2;1;2;3;44;10;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6440;2;1;3;2;14;2;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6436;2;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6443;2;2;3;1;261;70;1;2;1,4%;2,9%;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
6428;2;1;2;2;101;216;3;23;1,4%;10,6%;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;7;0;9;0;3;1;0
6429;2;2;2;2;274;819;35;3;4,3%;0,4%;6;0;7;3;2;9;4;0;2;2;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0
6430;2;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6441;1;1;2;2;306;174;20;12;11,5%;6,9%;4;1;0;4;7;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;2;2;0;5;0;0
6444;2;2;3;2;79;997;53;47;5,3%;4,7%;7;7;1;6;12;2;16;0;1;0;1;0;0;0;0;1;1;4;0;3;4;14;1;10;2;4;3;0
6446;2;3;3;1;94;990;32;31;3,2%;3,1%;10;0;1;5;7;2;5;1;0;0;0;1;0;0;0;1;2;0;1;0;1;18;0;4;0;3;1;0
6447;2;1;3;3;177;524;18;30;3,4%;5,7%;3;0;1;5;7;1;1;0;0;0;0;0;0;0;0;3;0;3;0;4;2;16;0;1;0;0;1;0
6445;2;2;3;1;77;295;1;20;0,3%;6,8%;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;2;0;0;7;0;5;1;1;0;0
6432;2;2;2;2;0;0;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6448;2;2;2;3;11;76;8;3;10,5%;3,9%;1;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0
6449;2;1;3;2;163;116;6;2;5,2%;1,7%;1;0;0;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
6450;2;2;3;3;50;199;20;3;10,1%;1,5%;2;0;0;1;2;13;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
6451;2;2;3;3;62;44;1;0;2,3%;0,0%;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6452;2;1;1;1;116;691;28;14;4,1%;2,0%;3;1;4;1;5;5;5;1;0;0;0;3;0;0;0;1;2;0;0;1;1;3;0;4;1;1;0;0
6453;2;1;;;97;69;3;2;4,3%;2,9%;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
6454;2;3;;1;119;50;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6455;3;1;;2;140;151;1;3;0,7%;2,0%;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0
6456;2;3;3;1;100;164;3;0;1,8%;0,0%;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6459;2;2;1;1;248;156;1;0;0,6%;0,0%;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6458;2;2;2;2;166;88;1;5;1,1%;5,7%;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
6299;2;2;2;1;143;53;0;1;0,0%;1,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6461;2;3;2;1;136;154;0;3;0,0%;1,9%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
6460;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6462;2;1;1;1;341;155;21;0;13,5%;0,0%;0;1;6;2;4;4;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6463;2;2;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6470;2;1;2;1;153;25;2;0;8,0%;0,0%;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6474;2;3;2;2;44;30;4;0;13,3%;0,0%;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6473;2;1;3;1;37;70;7;0;10,0%;0,0%;0;0;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6477;3;1;3;1;83;82;3;1;3,7%;1,2%;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
6476;1;1;3;2;44;78;1;7;1,3%;9,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;2;0;0;2;0;0
6478;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6471;2;2;2;2;45;33;0;3;0,0%;9,1%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
6475;2;2;3;3;43;55;3;1;5,5%;1,8%;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
6481;2;3;3;2;144;800;8;17;1,0%;2,1%;1;0;0;2;0;0;0;2;0;2;0;0;1;0;0;0;1;2;1;0;3;0;2;8;0;0;0;0
6480;2;2;1;1;129;76;6;2;7,9%;2,6%;0;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
6468;3;3;1;2;26;3;0;0;0,0%;0,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6479;2;1;3;1;85;48;6;4;12,5%;8,3%;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0
6483;3;3;2;2;124;30;2;0;6,7%;0,0%;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6487;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6489;2;2;1;2;54;60;0;12;0,0%;20,0%;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;3;0;1;2;0
6490;2;1;2;2;157;600;3;39;0,5%;6,5%;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;1;2;0;14;2;10;2;3;3;0
6500;1;2;2;1;84;155;2;1;1,3%;0,6%;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
